Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
ca49a782-04bc-3965-816f-ad4969cd37df,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Winston220 McCullough561,M,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,889
8509c587-674b-351f-9ee2-e55d6f41d45b,5d4b9df1-93ae-3bc9-b680-03249990e558,Chanelle850 Schuster709,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,1505
6f365880-0b40-3ce6-911e-e57cabfe96c7,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Leif534 Hane680,M,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,1429
b1873b95-805f-338e-b933-6ad5f66b2eba,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Jeromy156 Okuneva707,M,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,855
f4e0f56b-fd54-3ef0-be6c-e132d4be2fa3,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Jaquelyn689 Bernier607,F,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,460
fdcb5914-92ee-375e-a5e7-e842fb9b50a1,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Brain142 Deckow585,M,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,1022
0135676e-cd64-3626-9eb3-967c33772d17,4861d01f-019c-3dac-a153-8334e50919f9,Shirly501 Kuphal363,F,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,2614
8eee326a-146e-3f4c-8526-73a0f05b10f2,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Bennett146 Rippin620,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,323
8071951a-a4b8-3dfc-bff0-c8d1a45ce3b7,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Nicholle822 Fisher429,F,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,1949
a33b4769-3b5e-3545-81b8-2f27f4cfe28e,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Rolande819 Gerlach374,F,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,823
2125e731-2b69-39c0-95bc-19e6a5b84bbe,c44f361c-2efb-3050-8f97-0354a12e2920,Marth98 Mayer370,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,2231
a0ebe6ac-1d65-312d-8fa4-fc035e912176,331f4c11-d298-308b-aaa1-d7825b29b57f,Lorenzo669 Benítez559,M,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,995
b39afcfd-e2ab-30b9-8fb9-079d81db248a,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Marcy588 Hamill307,F,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,1842
373acb0d-a4f2-3daa-bb4f-e78f4af1d1df,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Rod343 Frami345,M,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,787
c218645e-d6fd-3f00-ad8a-bee0e8396634,b0e04623-b02c-3f8b-92ea-943fc4db60da,Felix524 Rogahn59,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,2622
0d62f085-648c-3355-b95f-d25b15e2d8c7,ebc3f5c4-6700-34af-8323-85621c313726,Alpha246 Yost751,F,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,761
4a4c9844-aed7-379d-b4b3-627f899ab1bf,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Bernardo699 Goldner995,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,1068
76d77646-096d-3935-9a42-46111960ef3e,d692e283-0833-3201-8e55-4f868a9c0736,Harlan808 Langosh790,M,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,5356
e3591dcf-c63e-3613-b257-a3e09c18a23d,d78e84ec-30aa-3bba-a33a-f29a3a454662,Vicente970 Armstrong51,M,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,967
399e93b5-4903-3c75-8092-f00869d9fd8c,8ad64ecf-c817-3753-bee7-006a8e662e06,Kristopher775 Crooks415,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,2660
f1870092-5162-38b4-bc62-ea8ba9e91ec2,23834663-ed53-3da9-b330-d6e1ecb8428e,Mason910 Heller342,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,1885
6342d5cf-e7fb-30d8-a7eb-d20c7d2296db,44bef9d3-91c2-3005-93e0-ccf436348ff0,Cletus494 Paucek755,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,677
2d67b4ab-ee6a-38ec-9ea1-e4c5f6451383,60457c13-adb2-3415-82c5-86ab5dab5f93,Bennie663 Abbott774,M,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,1590
1d1aab6d-8e2a-3e49-996e-633a1a2de1fe,a9f20dc1-5147-3789-bcef-bbecb41c5983,Kori635 Aufderhar910,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,2055
3b3f57df-e01a-3d06-9f92-a21ff687b120,7fb56531-86bd-3e4a-8619-4df9942da309,Miguel815 Roberts511,M,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,879
adcda7f0-93d2-30bd-8c82-9bfe5338473b,03347b4d-994e-302b-848b-58019a4e274d,Paris331 Ruecker817,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,434
9bc98c78-fc94-3be9-a9b1-4e072eca4b90,cb6a50e0-af76-3758-99ad-3200ede03fff,Gerry91 Block661,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,568
9554676d-a786-37ae-a433-eb7d6b938c58,9a7149fa-49fc-3c87-b935-d29c55808717,Sallie654 Jast432,F,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,469
324d0ac7-89e6-3cd8-a4b1-a051f1c2b9b9,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Cristi782 Miller503,F,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,2304
589a2f8f-5e0f-3920-a9c3-4e415392aa2d,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Chu728 Weber641,F,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,181
f2bcf10f-b62e-3606-9756-edf81fb8e63b,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Aurora248 Kessler503,F,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,1069
6a307119-7c5e-3b9a-a282-0d99181d2553,db0acede-4abe-3c01-8d03-5c68a190d8c7,Celine582 Pagac496,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,2140
87088eb5-a8e9-361f-94d5-5814018e4d3c,3d10019f-c88e-3de5-9916-6107b9c0263d,Sulema841 Ryan260,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,2346
1a6d5bc3-0791-34f0-ab3e-23eedc6ca11b,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Vella930 Ankunding277,F,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,1603
ddb6b9c4-0dc4-308c-9d5c-0f8768d016ab,12c9daf5-a29c-36c9-ac55-28972463e566,Shiloh191 Larson43,F,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,1618
e5cdf230-9ab0-3b4f-a0fc-ff36a67b9d23,27379046-608b-32f0-9df7-8c833cf5d11d,Erica194 Kiehn525,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,298
d0db08ef-2aeb-35f5-b25a-ac01ca198b73,226098a2-6a40-3588-b5bb-db56c3a30a04,Rochell365 Stehr398,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,1799
c7cc759f-a76c-3cc7-9aa5-b267a40f53fb,b7175ab4-bde5-3848-891b-579bccb77c7c,Elayne206 Denesik803,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,307
c2ec468c-1389-312c-b8f7-8c88b2a3b4cd,d733d4a9-080d-3593-b910-2366e652b7ea,Carisa395 Kutch271,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,718
05930d4f-617e-36d6-ae8f-8a99fbf86b05,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Darnell564 Leannon79,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,1022
46d97fc6-3a83-3c91-900a-fec864d88f47,d5117822-5756-389d-9547-891a372d580f,Parker433 Bailey598,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,2203
68de5bc8-10e5-3e25-835d-5f80faa72fc2,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Rogelio17 Gibson10,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,803
0b1ac9ba-edcc-32b8-8ae4-474182d11762,6f122869-a856-3d65-8db9-099bf4f5bbb8,Margene509 Schamberger479,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,2076
32ee5731-90ce-3c80-9087-56247a8c4eec,465de31f-3098-365c-af70-48a071e1f5aa,Delcie812 Casper496,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,1667
041fe9a5-8347-339b-8405-655ab47b957e,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Lynsey2 Lemke654,F,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,686
48ca1f02-ac72-3b44-aad4-b6275bdf29cd,80e919cc-df1a-3838-b75e-541564a286e5,Alysha630 Koch169,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,667
eaccf5c9-8dda-302c-b248-8463c7fdb4b5,8e00f524-3a5f-313e-9542-378dfc61193f,Gregg522 Willms744,M,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,332
4b137246-74f7-3687-8e89-82fb89beb865,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Agnes294 Dooley940,F,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,528
15a8b628-c7a8-39c4-8fd5-6df5e438ee56,161a799c-4894-36f6-8ca7-2a71c8107f79,Silva841 Grimes165,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,49
671c2225-56ce-32e0-9f28-1071bd42d2d1,956ccb85-bea0-30f9-af48-52f5dd95ff72,Tracie996 Lesch175,F,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,369
916b48a4-94b8-329e-ae99-54599e663c73,d7b11827-25f2-350b-bcd8-939fc59851b0,Sharron285 Batz141,F,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,232
4317c682-8a63-36a8-a882-80c8892dbedb,5103c940-0c08-392f-95cd-446e0cea042a,Shannon293 Denesik803,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,1217
5527f2a7-a60e-3c1c-994d-a3e62d204fdd,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Waldo53 Hintz995,M,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,187
bcb8ae1f-924e-3674-a842-e8dcf8778ed9,1bd44727-a8e3-322d-9c14-a5c529d6ce6d,Carroll471 Eichmann909,M,GENERAL PRACTICE,940 Belmont Street,Brockton,MA,02301,42.065655,-71.05398,457
1eef4e4f-5999-3059-ae9a-169acb0e4e58,be4c63f3-8d38-3fa9-a183-62045b5c85f6,Kayla528 Klein929,F,GENERAL PRACTICE,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,261
62e6ae18-2fe3-3e44-90c7-951cb0ee67c3,a7500efb-720b-3e44-990a-0c3edc5a3990,Orville751 Will178,M,GENERAL PRACTICE,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,769
20444aec-0121-30e4-b9ea-96ed2b1a190e,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Nicholas495 Greenfelder433,M,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,86
e911ad17-4b79-343a-b994-c7f31a47a366,5259a506-b80b-3ed5-9c30-83188eabf33e,Estell607 Barton704,F,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,46
0ec8631f-a351-39e6-8ae9-a4520c7b729a,53b25c4b-e95f-3dd1-8e69-d427cdd83631,Damien170 Williamson769,M,GENERAL PRACTICE,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,204
63f96c04-eb40-3960-884a-d4aa8be4f018,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Leontine92 Schmeler639,F,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,1973
206839e8-f9ac-30a1-9a56-cd4b36b21362,8881e3ee-e915-31b3-867f-8e2fbe41e887,Iva908 O'Keefe54,F,GENERAL PRACTICE,225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,93
32f2091f-fb76-3864-9c00-e783b3c25460,0b78995f-8b45-34d3-969d-afcc456bb1c7,Randy380 Bergstrom287,F,GENERAL PRACTICE,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,142
7827f76c-4903-3853-b262-1252e9ab515f,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Deja232 Ratke343,F,GENERAL PRACTICE,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,185
0f5d1935-939c-3c72-acc4-ffa7928f990f,18f774ab-db01-37ba-95c4-44c4eab47089,Jude172 Reynolds644,M,GENERAL PRACTICE,110 West Squantum Street,Quincy,MA,02169,42.272617,-71.03133,330
fdb951b5-c99e-39bf-a775-2ba10f3f9617,37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Azzie965 Feil794,F,GENERAL PRACTICE,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,606
8b9ba43f-3153-309d-89a8-14536092a99c,d311e70d-86e7-3c03-b115-53892bcf7ef1,Chantell995 Krajcik437,F,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,147
0c6c7970-09d8-3615-82a1-84dad8215d11,7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Maricarmen445 Delafuente833,F,GENERAL PRACTICE,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,4
6d07006d-9261-3775-8426-a7778ef36c07,3fbe3da9-8e41-3118-a253-7e2d1b46480f,Lynn917 Cassin499,F,GENERAL PRACTICE,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,158
2e8251dc-2d5d-3eb6-84e3-4e652b104b42,515117f0-f62e-36da-90e9-a004b40b2260,George991 Haley279,M,GENERAL PRACTICE,474 West Main Street,Hyannis,MA,02601,41.650307,-70.313515,294
b0030352-c120-3748-ba7c-6c79bec279a2,5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Jean712 Koelpin146,F,GENERAL PRACTICE,10 George Street  Gateway Center,Lowell,MA,01852,42.642513,-71.3062,114
765de684-04d1-313f-baa4-90a16d56be64,7c530dcd-43f3-3f87-b41b-9f704205e0f8,Sonia106 Velázquez409,F,GENERAL PRACTICE,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,100
ca41264f-9746-3a99-8251-8c1f89d0474e,78dbf052-6958-3c67-af45-b5a450b70fe4,Ivette731 Wunsch504,F,GENERAL PRACTICE,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,159
f6c1425a-92a0-3990-a981-0422a32ce3d8,3a2242e0-de37-303b-bdfc-e160c7eae518,Mercy752 Kuhlman484,F,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,618
2f67f4bf-f45d-31b7-9727-6d59397f7301,d5f4875f-6df2-32a8-a01b-47267f47fc49,Bryon392 Mann644,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
3fdc0397-b6b0-3ce2-aed9-4f5700ebcc65,d5f4875f-6df2-32a8-a01b-47267f47fc49,Leonard963 Bartoletti50,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
ee0601a2-14b9-3dcc-9e6e-f69dea24499b,d5f4875f-6df2-32a8-a01b-47267f47fc49,Bonny428 Nader710,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
e8d1d7cf-e4cd-36dd-89af-00d5f354523d,d5f4875f-6df2-32a8-a01b-47267f47fc49,Thanh759 Bradtke547,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
9c2a1678-302f-3302-9019-e3f9a67d487a,d5f4875f-6df2-32a8-a01b-47267f47fc49,Monnie762 Rodriguez71,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
bfe9e0da-b201-3856-8bcf-92d9bd6b5b6c,d5f4875f-6df2-32a8-a01b-47267f47fc49,Florentina22 Kemmer137,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
2f67f4bf-f45d-31b7-9727-6d59397f7301,d5f4875f-6df2-32a8-a01b-47267f47fc49,Kai187 Mann644,F,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,47
a1ec1f26-8c53-3f6d-8932-a41938cfe166,b7dc82e4-3595-391b-a897-495dd7e5cf38,Antonette454 Tromp100,F,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
0102eed4-d7dd-34ec-97b1-f217cb1ea51e,b7dc82e4-3595-391b-a897-495dd7e5cf38,Brenton674 Hickle134,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
a1ec1f26-8c53-3f6d-8932-a41938cfe166,b7dc82e4-3595-391b-a897-495dd7e5cf38,Lynwood354 Tromp100,M,GENERAL PRACTICE,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,39
323f06f8-5bc8-3984-bd2a-97f88dd4dd61,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Carter549 Ritchie586,M,CHIROPRACTIC,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
8f7b89d2-0dbc-327c-81c6-ea9c8803f45d,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Kristel938 Kassulke119,F,CHIROPRACTIC,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
323f06f8-5bc8-3984-bd2a-97f88dd4dd61,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Carter549 Ritchie586,M,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
8f7b89d2-0dbc-327c-81c6-ea9c8803f45d,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Forest317 Kassulke119,M,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
4aeb71b7-bacf-3068-8df0-d88fc709ae81,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Ira784 Schneider199,M,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
1ede7250-9fd5-33be-bc53-17d0ce52c048,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Chante435 Glover433,F,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
323f06f8-5bc8-3984-bd2a-97f88dd4dd61,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Randa356 Ritchie586,F,GENERAL PRACTICE,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,2
44f513fc-55e7-3c37-8bfd-21926a877d76,79e14b44-8026-3599-b8ac-14813879825e,Donnell534 D'Amore443,M,CHIROPRACTIC,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,0
44f513fc-55e7-3c37-8bfd-21926a877d76,79e14b44-8026-3599-b8ac-14813879825e,Sasha806 D'Amore443,F,GENERAL PRACTICE,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,57
fb1296b7-5a3a-3b9a-860f-e61552fbf1f5,3a7bb7bb-9e72-3d69-8922-fb46c14a7457,Madeline975 Friesen796,F,GENERAL PRACTICE,664 A MAIN ST,AMHERST,MA,01002-2440,42.363534,-72.50729100000001,54
fb1296b7-5a3a-3b9a-860f-e61552fbf1f5,3a7bb7bb-9e72-3d69-8922-fb46c14a7457,Madeline975 Friesen796,F,CLINICAL NURSE SPECIALIST,664 A MAIN ST,AMHERST,MA,01002-2440,42.363534,-72.50729100000001,0
30c71646-2532-3787-8eca-f911585a6816,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Tesha491 Johnston597,F,NURSE PRACTITIONER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
e5485acf-afa9-3742-82a0-29d49b77d351,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Bart73 Towne435,M,NURSE PRACTITIONER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
30c71646-2532-3787-8eca-f911585a6816,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Tesha491 Johnston597,F,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
e5485acf-afa9-3742-82a0-29d49b77d351,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Marylouise236 Towne435,F,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
8307e008-50fa-3be7-a7fc-c5dfd4837d1c,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Yetta429 Okuneva707,F,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
5ac8c01f-7747-3f12-9f64-0053b0ec7995,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Madeleine482 Champlin946,F,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
30c71646-2532-3787-8eca-f911585a6816,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Tesha491 Johnston597,F,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
e5485acf-afa9-3742-82a0-29d49b77d351,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Marylouise236 Towne435,F,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
8307e008-50fa-3be7-a7fc-c5dfd4837d1c,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Trent525 Okuneva707,M,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
5ac8c01f-7747-3f12-9f64-0053b0ec7995,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Greg949 Champlin946,M,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
